32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,1,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,1,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,1,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,2,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,3,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,4,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,2,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,3,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,5,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,3,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,4,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,5,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,2,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,8,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,2,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,4,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,7,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,4,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,3,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,8,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,2,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,3,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,8,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,2,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,7,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,4,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,6,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,8,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,3,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,6,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,7,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,2,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,5,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,1,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,1,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,0,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,7,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,8,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,5,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,7,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,8,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,1,1,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,1,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,7,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,5,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,-1,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,3,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,4,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,4,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,8,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,5,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,7,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,3,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,2,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,6,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,0,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,0,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,8,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,6,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,1,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,7,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,-1,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,4,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,6,0,0
32,64,16,16,16,4,1,1,1,2,1,1,1,2,1,16,1,16,1,1,1,4,1,16,1,16,0,0,-1,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,0,-1,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,0,0,0
64,64,16,32,32,2,1,1,1,1,1,1,1,4,1,16,1,16,1,1,1,4,1,16,1,16,0,1,-1,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,0,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,1,5,0,0
64,32,16,16,16,4,1,1,2,1,1,1,1,4,1,16,1,16,1,1,1,2,1,16,1,16,0,0,6,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,1,5,0,0
32,32,32,16,16,4,1,1,1,1,1,1,1,4,1,32,1,8,1,1,1,4,1,32,1,8,0,0,6,0,0